ID,code,author,title,subject,publisher,publication Date,format,notes,loaned to,date from,date to
5,901.9,"clark,kenneth",art civilisation;a personal view,civilisation/History,bbc,1980,h/b+wrapper+plastic wrap,,,,
6,501,"bronowski,j",the ascent of man,science/History,bbc,1980,h/b+wrapper+plastic wrap,,,,
7,100,"cameron,jill (editior)",growth of ideas,philosophy/History,macdonald,1965,h/b+wrapper+plastic wrap,huxley/barry/bronowski,,,
8,001.9,"wilding-white,ted",ufo's,extra-terrestrials,usborne,1989,p/b,,,,
12,001.9,"stone,reuben",alien worlds,extra-terrestrials/occult,blitz,1993,h/b+wrapper+plastic wrap,,,,
14,001.9,"brennan,herbie",seriously weird true stories,occult,point,1997,p/b,,,,
16,001.9,"hitching,francis",the world atlas of mysteries,occult,bca,1987,h/b,,,,
25,004.092,"strathern,paul",turing and the computer,information technology,arrow,1997,p/b,the big idea series,,,
27,809,"bradbury,malcolm (ed)/bragg/de bernieres/delaney",the atlas of literature,literature/History/atlases,stewart/tabori/chang,1998,h/b+wrapper,,,,
28,770,"freeman,,john",the complete guide to taking great photographs,Art/photography,sk,1999,p/b,,,,
30,759.6mir,"mink,janis",joan miro,art/painting/spain,taschen,1993,p/b,,,,
32,759.1lic,"hendrickson,janis",roy lichtenstein,Art/painting/america,taschen,2000,p/b,,,,
33,759.947,"duchting,hajo",wassily kandinsky,Art/painting/russia,taschen,2000,p/b,,,,
34,746.3,anon,textiles and interiors,Art/textiles/interiors,quantum,1999,h/b+wrapper,,,,
35,749,anon,twentieth century furniture,furniture,quantum,1999,h/b+wrapper,,,,
36,791,"morley,jacqueline",entertainment,arts and recreation/public performance/cinema,watts,1994,p/b,,,,
37,gcse530,"hynson,colin",machines,science/physics/machines,parragon,2001,h/b,,,,
38,641.3,"tames,richard",food,food,watts,1994,p/b,,,,
40,591,"johnson,jenny",animals,biology/zoology,parragon,1998,h/b,,,,
41,380.5,"davies,eryl",transport,transport,watts,1992,p/b,,,,
43,551.1,"james,ian",planet earth,geology,parragon,2001,h/b,,,,
46,100,"almond,brenda",philosophy,philosophy,penguin,1988,p/b,,,,
49,110,"collis,john stewart",the vision of glory,philosophy/science,penguin,1975,p/b,,,,
51,110,davies.p,the mind of god,philosophy/religion,simon&schuster,1992,h/b+wrapper+plastic wrap,,,,
52,194,"descartes,rene",key philosophical writings,philosophy,wordsworth,1997,p/b,,,,
56,181,"gibran,kahlil",a treasury of kahlil gibran,philosophy,heinemann,1976,h/b,"ed:wolf,martin.l",,,
57,181,"gibran,kahlil",the prophet,philosophy,pan,1980,p/b,,,,
61,193,"nietzsche,friedrich",thus spake zarathustra,philosophy,heron,0,h/b,,,,
63,109,"shand,john",philosophy and philosophers,philosophy,penguin,1994,p/b,,,,
64,172,"walzer,michael",just and unjust wars,philosophy/military/history,pelican,1978,p/b,,,,
68,133.1,"hole,christina",haunted england,paranormal/ghosts/englandl,fitzhouse,1990,h/b+wrapper,,,,
69,133.3,"levine,roz",palmistry,paranormal/divination,smart,1999,p/b,,,,
70,133.4,"hughes,pennethorne",witchcraft,paranormal/witchcraft,penguin,1965,p/b,,,,
76,150,"adcock,c.j",fundamentals of psychology,psychology,pelican,1964,p/b,,,,
78,150.1,"freud,sigmund",new introductory lectures on psychoanalysis,psychology,pelican,1977,p/b,,,,
79,150.1,"freud,sigmund/breur,joseph",studies of hysteria,psychology,pelican,1974,p/b,,,,
81,150.1,"james,d.e",introduction to psychology,psychology,granada,1970,p/b,,,,
82,150.1,"joshi,mary sissons",a reader in cross-cultural psychology,psychology,oxford polytechnic,1992,binder,workbook for module 7713,,,
88,152,"adler,alfred",understanding human nature,psychology,oneworld,1992,p/b,,,,
89,152,"blakemore,colin",the mind machine,psychology,bbc,1991,p/b,,,,
96,155,"harding,m.esther",the way of all women,psychology,rider,1980,p/b,,,,
97,152,"haughton,emma",dealing with stress,psychology,wayland,1995,h/b,,,,
98,157,"laing,r.d",the politics of experience/the bird of paradise,psychology,penguin,1967,h/b,,,,
99,158,"adler,alfred",what life could mean to you,psychology,oneworld,1992,p/b,,,,
102,158,"de bono,edward",the use of lateral thinking,psychology,cape,1967,h/b,1st edition,,,
105,158,"friday,nancy",my mother my self,psychology,fontana,1986,p/b,,,,
106,158,"gray,john",how to get what you want and want what you have,psychology,vermillion,1999,p/b,,,,
109,179,"james,barbara",animal rights,philosophy,wayland,1999,h/b,,,,
110,181,"mcgreal,ian,p.(editor)",great thinkers of the eastern world,philosophy,harper collins,1995,p/b,,,,
112,200,"breuilly,elizabeth/o'brien,joanne/palmer,martin",religions of the world,religion,wayland,1997,h/b+wrapper,,,,
113,200,"goleman,daniel",the varieties of the meditative experience,religio,rider,1978,p/b,,,,
114,200,"langley,myrtle",religion,religion,dorling kindersley,1996,h/b+wrapper,eyewitness guide,,,
115,203,anon,new larousse encyclopedia of mythology,mythology,larousse/hamlyn,1970,p/b,,,,
116,209.1823,"savil,shiela",pears encyclopedia of myths and legends,myths,bca,1978,h/b+wrapper,,,,
120,209.38,"warner,rex",men and gods,mythology,heinemann,1986,h/b,,,,
121,209.72,"hunt,norman bancroft",gods and myths of the aztecs,mythology,grange,1999,h/b+wrapper,,,,
122,220.3,"neil,stephen/goodwin,john/dowle,arthur",concise dictionary of the bible part2,religion,lutterworth,1966,p/b,,,,
123,220.3,"neil,stephen/goodwin,john/dowle,arthur",concise dictionary of the bible part1,religion,lutterworth,1966,p/b,,,,
124,220.3,"grollenberg,luc.h.",the penguin shorter atlas of the bible,religion,penguin,1978,bound,,,,
125,220.3,"gardner,joseph (ed)",reader's digest atlas of the bible,religion,reader's digest,1983,h/b+wrapper+plastic wrap,,,,
128,221,anon,the new english bible old testament,religion,oup/cup,1970,h/b+wrapper,1st edition,,,
129,225,anon,the new english bible the new testament,religion,oup/cup,1970,h/b+wrapper,1st edition,,,
134,229,anon,the new english bible: apocrypha,religion,oup/cup,1970,h/b+wrapper,first edition,,,
157,294.3,"conze,edward (editor)",buddhist scriptures,religion,penguin,1976,p/b,,,,
160,294.5,anon,the bhagavad gita,religion,penguin,1970,p/b,,,,
165,297,"schuon,futhjof",understanding islam,religion,unwin,1981,p/b,,,,
167,297,"pickthall,muhammad,marmaduke",the meanings of the glorious koran,religion,kitab bhajan (new delhi),1989,p/b,first edition,,,
170,297,anon,the quest for sanity,religion,mcb,2002,p/b,,,,
171,297,"armstrong,karen",holy war,religion,macmillan,1988,h/b+wrapper+plasticwrap,some colour plates,,,
172,297,azarmi.h,when the time comes,religion,safir sobh,1999,p/b,,,,
175,297,"haykal,mohd husayn",the life of muhammad,religion,north american trust,1976,p'b,,,,
179,423,anon,the pocket oxford dictionary of current english,language/english,edition,1996,h/b,,,,
185,297.09,"stewart,desmond",early islam,religion,time life,1972,h/b,,,,
189,301,"bruce,steve",sociology a very short introduction,sociology 1,oxford,2000,p/b,,,,
190,300,"hooper,fred",the languge of prejudice,sociology,penguin,1969,p/b,,,,
195,301,"calder,nigel",living tomorrow,sociology,penguin,1975,p/b,,,,
199,301,"langley,andrew",peoples of the world,anthropology,wayland,1985,h/p,,,,
200,301,"murdoch,davd",north american indian,sociology,dorlng kindersley,1997,h/b with wrapper,,,,
201,301,"wouters,herman",peoples and customs of the world,sociology,ferni,1979,h/b,,,,
211,305.3,"langdon-davies,john",a short history of women,sociology,cape,1928,h/p,1st edition,,,
212,305.3,"stibbs,anne(ed)",like a fish needs needs a bicycle,sociology,bloomsbury,1992,p/b,,,,
214,305.3,"greer,germaine",the female eunuch,sociology,paladin,1972,p/b,,,,
215,305.3,"o'connell,helen(ed)",women and the family,sociology,zed,1994,p/b,,,,
216,305.3,"dungworth,richard/wingate,philippa",famous women,sociology,usborne,1996,p/b,,,,
221,306,"mead, magaret",culture&commitment,sociology,bodley head,1970,h/b+wrapper+plastic wrap,1st edition,,,
224,305.7,"adi,hakim",the history of the african&caribbean,sociology,wayland,1995,h/b,,,,
225,305.7,"visram,rozina",the history of the asian community in britain,sociology,wayland,1995,h/b,,,,
232,320,"marcusse,herbert",an essay in liberation,politics,pelican,1969,p/b,,,,
233,320,"mark,karl/engels,friedrich",marx and engels:basic writings,politics,fontana,1972,p/b,"ed:feuer,lewis.s",,,
234,320,"minogue,kenneth",politics a very short introduction,politics,oxford,2000,p/b,,,,
235,320.3,"johnson,paul (ed)",the oxford book of political anecdotes,politics,oxford,1982,h/b+wrapper+plastic wrap,,,,
238,324.973,"mckay,david",american politics&society,politics,blackwell,1997,p/b,,,,
239,323,"adonis,andrelo",parliament today,politics,manchester university,1990,p/b,,,,
246,130.9423,"jones,kelvin.I",occult cornwall,"occult,",oak magic,2001,p/b,,,,
247,133.3,"dee,jonathan",the complete guide to chinese face reading,occult,d+s,2001,h/b+wrapper,,,,
248,133.8,"harvey,gill",e.s.p?,occult,usborne,1999,p/b,,,,
249,158,"bly,robert",iron john,psychology,element,1997,p/b,,,,
250,179,"coleman,vernon",fighting for animals,animal rights/ethics,emj,,p/b,,,,
251,179,"coleman,vernon",animal rights human wrongs,animal rights/ethics,blue books,2001,p/b,,,,
298,338,"mcleish,ewan",industry,economics/industry,wayland,1995,h/b,,,,
302,338.4,"woodcock,ray",tourism,economics/tourism,wayland,1995,h/b,britain today series,,,
323,355,anon,defence matters,defence,ministry of defence,2001,pamphlet,,,,
325,355.09,"schott,ian",world famous sas and elite forces,military,magpie,1994,p/b,,,,
326,355.092,"deary,terry",true war stories,military,hippo,1997,p/b,,,,
327,355.3,"chant,chris",sas in action,military,colour library direct,1998,h/b+wrapper,,,,
328,355.3,"bergot,erwan",the french foreign legion,military,wingate,1975,h/b+wrapper,series 'the corps d'elite',,,
330,355.4,"guevara,che",guerilla warfare,military,perlican,1969,p/b,,,,
331,355.4,"humble,richard",warfare in the ancient world,military,bca,1980,h/b+cover,,,,
332,358,"kershaw,andrew (ed)",warplanes 1939-1945,military,purnell,1972,pamphlet,purnell's history of the world wars,,,
333,358.09,"sharpe,michael",history of the royal air force,military,parragon,1999,h/b+wrapper,,,,
334,359,"ireland,bernard",naval  warfare in the age of sail,military,smart,200,h/b+wrapper,,,,
335,361.6,"harris,ralph/seldon,arthur",welfare without the state,sociology,isea,1987,p/b,,,,
336,362.29,"mccgwire,scarkett",drugs and the media,addiction/drugs,wayland,1992,h/b,,,,
337,363.17,"condon,judith",chernobyl and other nuclear accidents,public safety,wayland,1998,h/b,,,,
340,364,"forster,marcella/sheehan,joe",drugs and crime,criminology,wayland,1992,h/b,,,,
341,364,"deary,terry (ed)",true detective stories,criminology,point,1996,p/b,,,,
342,364,"hafner,katherine/makoff,john",cyberpunk,criminology,simon&schuster,1991,h/b,,,,
343,364,"macdonald,fiona",crime and punishment,criminology,franklin watts,1995,pb,,,,
344,364,"mckenzie, ian",criminal investigation,criminology,wayland,1996,h/b,,,,
345,364.9,"begg,paul/fido,martin",great crimes and trials of the twentieth centery,criminology/history,colour library direct,1997,h/b+wrapper,,,,
348,371.4,"richards,peter/stockill,simon",learning medicine,education,bmz,2000,p/b,15th edition,,,
349,371.4,"thomas,gwenda",students' money matters,careers,trotman,1998,p/b,4th edition,,,
355,385,"westwood,john (ed)",trains,transport,octopus,1979,h/b+cover+plastic wrap,,,,
357,388.107,anon,the official theory test for car drivers and motorcyclists,driving test,dsa,1999,p/b,donation,,,
358,388.3,"rees,chris",designer cars,transport,sebastian kelly,1999,pb,,,,
359,388.4,"parke,j.f/francis,a.j",halcyon days of buses,transport,ian allan ltd,1983,h/b,1st edition,,,
360,390,"howard,alexander",endless cavalcade,customs,arthur barker,1964,h/b+wrapper+plastic wrap,,,,
361,392,"chaplin,demse/broadbent,lynne",life's end,customs,hodder,2001,p/b,,,,
362,392,"marchant,karen",feasts and fasting,customs,hodder,2001,p/b,,,,
363,398.2,"horovitz,anthony",myths and legends,legends,kingfisher,1993,p/b,,,,
364,398.2,"crossley-holland,kevin (ed)",the dark horseman,anthologies,orchard books,1995,p/b,,,,
365,398.2,"glassie,henry (ed)",the penguin book of irish folktales,anthologies,peguin,1993,p/b,,,,
366,398.22,anon,the quest for the holy grail,legends,penguin,1982,p/b,,,,
367,398.22,"coghlan,ronan",the encyclopedia of arthurian legends,folklore/legends/king arthur,element,1991,h/b+wrapper+plasticwrap,,,,
368,398.22,"fife,graeme",arthur the king,folklore/legends/king arthur,bbc,1990,p/b,,,,
369,398.22,"green,roger lancelyn",king arthur and his knights of the round table,legends,puffin,1987,p/b,,,,
370,398.22,"ruland,wicheim",the finest legends of the rhine,folklore/legends,hoursch&bonn,0,h/b+cover+plastic wrap,,,,
371,398.22,"keary,a&e",the heroes of asgard,folklore/legends,macmillian,1924,h/b,,,,
372,398.23,"spanuth,jurgen",atlantis of the north,folklore/legends,bca,1974,h/b+wrapper+plastic wrap,,,,
373,398.23,"treharne,r.f.",the glastonbury legends,folklore/legends/king arthur,sphere,1971,p/b,,,,
374,398.25,"deary,terry (ed)",true ghost stories,folklore/ghosts,point non fiction,1995,p/b,,,,
375,398.5,"beal,george",fun with english proverbs,language,chambers,1995,p/b,,,,
376,358,"mason,a.f",aircraft of world war 2,aviation/military/history,aerospace,1983,h/b+wrapper,,,,
377,358,"poolman,kenneth",focke-wulf condor,aviation/military/history,bca,1979,h/b*wrapper,,,,
379,401,"potter,simeon",language in the modern world,language,penguin,1966,p/b,,,,
380,371.3,"wallace,michael j.",study skill in english,study skills,cambridge,1980,p/b,,,,
381,371.3,"wallace,michael j.",study skill in english,study skills,cambridge university,1983,p/b,,,,
382,421.1,"hawker,g.t",spell it yourself!,language,oxford,1995,p/b,,,,
383,421.13,"hawker,g.t",the mini oxford school speller,language,oxford,1995,p/b,,,,
384,412,"addison,william",understanding english place names,language,futura,1979,p/b,,,,
385,422,"deary,terry",wicked words,language,scholastic,1996,p/b,,,,
386,422.3,anon,words of the century 1900-1997,language,harper collins,1997,pamphlet,,,,
387,423,anon,dictionary of phrasal verbs,language,collins cobuild,1990,p/b,,,,
388,423,collins cobuild,new students dictionary,language,harper collin,1997,p/b,,,,
389,425,"eastwood, john",oxford practice grammar with answers,language,oxford,1999,p/b,,,,
390,425.03,"chalker,sylvia/weiner,edmund",the oxford dictionary of english grammar,language,bca,1994,h/b+wrapper,,,,
392,428,"beal,george",wordmasters: english usage,language,kingfisher,1993,p/b,,,,
393,428,"cunningham,sarah/moor,peter",cutting edge intermediate,language,longman,2002,p/b,including dictionary,,,
397,428,"fowler,h.w",a dictionary of modern english usage,language,oxford,1952,h/b,,,,
400,428,"haines,simon/stewart,barbara",new first certificate,language,oxford,1997,p/b,,,,
402,428,"kay,sue/jones,vaughan",inside out intermediate,language,macmillian heinemann,2000,p/b,,,,
403,428,"o'connell,sue",focus on ielts,language,longman,2002,p/b,,,,
406,428,"wewer,e.s.c./delahunty,andrew",the oxford guide to english usage,language,bca,1993,h/b+wrapper,,,,
407,428.3,"ayto,john",the oxford school a-z of english,language,oxford,1995,p/b,,,,
408,433,anon,englisch worterbuch,language,trauwein,2000,p/b,,,,
409,433,"lepper,j. herron",cassell's compact,language,cassell,1956,h/b,,,,
410,448,"christie,donald",a dictionary of french usage,language,images,1995,p/b,,,,
411,453,"hoare,alfred",a short italian dictionary,language,cambridge,1919,h/b,,,,
413,463,"parnwell,e.c.",oxford english picture dictionary,language,oxford,1987,p/b,,,,
414,463,"peers,edgar allison (ed)",cassell's spanish dictionary,language/spanish,cassell,1964,h/b+wrapper(attached),,,,
415,489.3,"magazis,george a. (ed)",english dictionary,language/greek,efstathiadis,1989,h/b,,,,
418,491.73,anon,collins russian-english english-russian dictionary,language/russian,collins,1994,h/b,,,,
420,491.86,anon,berlitz czech phrase book,language/czech,berlitz,1993,p/b+1 tape+plastic box set,,,,
421,491.86,"billington,elizabeth",czech in 3 months,language,hugo/dk,1998,p/b+4tapes+plastic box set,,,,
422,491.86,"naughton,james",colloquial czech,language,routledge,1999,p/b+2 tapes+plastic box set,,,,
423,491.86,"short,david",teach yourself czech,language,teach yourself books,1999,p/b+tape+plastic box set,,,,
424,491.86,"harkins,william.e",a modern czech grammar,language,kingscrown,1953,h/b,,,,
425,491.86,"walter,alena",travel wise czech,language,barrons,1998,p/b+tape+paper box set,,,,
426,492.73,"elias,eliasa a./elias,edward e.",elias school dictionary,language,elias(cairo),0,h/b+wrapper,,,,
427,494.3,anon,turkish-english dictionary,language,berlitz,1988,p/b,,,,
428,494.8,"rona,bengisu",turkish in three months,language,hugo/dk,1999,p/b,,,,
431,495.18,"scurfield,elizabeth",teaching yourself chinese,language,hodder&stoughton,1991,p/b+tape(120')+plastic box set,,,,
432,495.03,anon,mini dictionary,language,,1988,p/b,,,,
433,500,"ferris,timothy","the world treasury of physics, astronomy and mathematics",physics,little brown,1991,p/b,,,,
434,500,"gleick,james",chaos,science,viking,1988,p/b,,,,
435,500,"taylor,charles/pople,stephen",the oxford children's book of science,science,oxford,1995,p/b,,,,
436,500.92,"hoffman,banesh/dukas,helen",einstein,science,paladin,1977,p/b,,,,
437,507,northedge/thomas/lane/peasgood,the sciences good study guide,science/,the open university,2000,p/b,,,,
444,778,"vandome,nick",digital photography in easy steps,digital photgraphy,in easy steps,,p/b,3rd edition,,,
446,428,"blamires,harry",the penguin guide to plain english,language/english/grammar,penguin,2000,p/b,,,,
448,425.3,"gulland,daphne m./hinds-howell,david",the penguin dictionary of english idioms,language/english/grammar,penguin,1994,p/b,2nd edition,,,
449,423,anon,the penguin english dictionary,language/english/grammar,penguin,2002,p/b,,,,
450,423,"fergusson,rosaling (ed)",the penguin a-z thesaurus,language/english,penguin,2001,p/b,prev. publ  the penguin dictionary of synonyms and antonyms,,,
451,421.13,"fergusson,rosalind",the new penguin dictionary of abbreviations,language,penguin,2000,p/b,,,,
452,421.1,"trask,r.l",the penguin guide to punctuation,language,penguin,1997,p/b,,,,
454,305.3,"fraser,antonia",the warrior queens,sociology,smart,2002,p/b,,,,
455,305.3,"fraser,antonia",the weaker vessel,sociology,smart,2002,p/b,,,,
456,305.3,"leyser,henrietta",medieval women,sociology,smart,2002,p/b,,,,
457,941.105,"fraser,antonia",mary queen of scots,history/royalty/scotland/15th century/biography,smart,2002,p/b,,,,
458,941.02,"meade,marion",eleanor of aquitaine,history/12th century/history of france/biography,smart,2002,p/b,,,,
459,941.05,"somerset,anne",elizabeth l,history/elizabeth the first/biography,smart,2002,p/b,,,,
460,gcse500,levesley/baggley/clarke/gray/johnson/pimbert,exploring science 7,general science,longman,2002,p/b,,,,
463,079,various,the times past present future,publishing,times newspapers,1985,p/b A4,"authors include: mortimer,jenkins,hamilton,kington",,,
479,510.7,"berry,john/graham,ted/williamson,roger",do brilliantly at maths,mathematics,collins,2001,p/b,,,,
482,510.7,"graham,duncan/graham,christine/wattcombe,alian",A-level mathematics,mathematics,letts,1998,p/b,,,,
492,510pure,"bostock,l./chandler,s",pure mathematics 2,mathematics,stanley thornes,1984,p/b,,,,
493,510pure,"bostock,l./chandler,s.",pure mathematics 1,mathematics,stanley thornes,1983,p/b,,,,
496,510pure,"dolan,stan",discrete mathematics 2,mathematics,cambridge,2001,p/b,,,,
510,510pure/add,"bostock,l./chandler,s./rourke,c.",further pure mathematics,mathematics,stanley thornes,1982,p/b,1st ed,,,
511,510.2,"vorderman,carol",how mathematics works,mathematics,dk,1996,h/b+wrapper,,,,
512,510.2,"sawyer,w.w.",the search for pattern,mathematics,penguin,1970,p/b,,,,
513,510.2,"sawyer,w.w.",prelude to mathematics,mathematics,penguin,1963,p/b,,,,
514,510.2,"poskitt,kjartan",murderous maths,mathematics,scholastics,1997,p/b,,,,
515,510.2,"peterson,ivars",the mathematical tourist,mathematics,freeman,1988,p/b,,,,
516,510.2,"land,frank",the language of mathematics,mathematics,j.murray,1966,p/b,,,,
517,510.2,"imeson,k.r.",the magic of number,mathematics,the mathematics association,1989,p/b,,,,
518,510.2,"holt,elizabeth",the big book of numbers,mathematics,pan,1989,p/b,,,,
519,510.2,"hogben,lancelot",mathematics for the million,mathematics,allen&unwin,1953,h/b,,,,
520,510.2,"eperson,donald",patterns in mathematics,mathematics,blackwell,1988,p/b,,,,
521,510.2,"davis,p.j./hersh,r.",descartes dream,mathematics,penguin,1988,p/b,,,,
522,510.2,"bergamim,david",mathematics,mathematics,time-life,1965,h/b,,,,
523,510,"cadogan,alan/sution,robin",maths for advanced biology,mathematics/biology,nelson,1994,pamphlet,,,,
524,510,"lambert,andrew",maths for advance physics,mathematics/physics,nelson,1993,pamphlet,,,,
528,510.3,"miller,j.c.p./powell,f.c.",the cambridge elementary mathematical tables,mathematics,campridge,1990,pamphlet,2nd ed,,,
529,510.9,"rothman,patricia",women in the history of mathematics,mathematics,univ. coll. London,0,pamphlet,,,,
530,510.9,"dedron,p./itard,j.",mathematics and mathematicians vol.2,mathematics,oup,1978,p/b,,,,
531,510.9,"dedron,p./itard,j.",mathematics and mathematicians vol.1,mathematics,oup,1978,p/b,,,,
532,510.3,"tapson,frank",oxford mathematics study dictionary,mathematics,oxford,1996,h/b,,,,
538,511.3,anon,mathematical structure,mathematics,cambridge,1991,p/b,,,,
539,511.3,anon,matrices,mathematics,cambridge,1991,p/b,,,,
541,512,"norman,c.w.",undergraduate algebra,mathematics,clarendon,1986,p/b,,,,
542,512,anon,further algerbra-computation,mathematics,cambridge,1961,p/b,,,,
543,512,anon,matrix algebra and isometric transformations,mathematics,cambridge,1961,p/b,,,,
544,515,anon,sequences and iterative processes,mathematics,cambridge,1984,p/b,,,,
545,513,"julius,edward h.",rapid maths tricks&tips,mathematics,wiley&sons,1992,p/b,,,,
546,514,"johnson,d.a./glenn.,w.h.",topology,mathematics/,j. murray,1970,pamphlet,,,,
547,515,"dixon,c.",numerical analysis,mathematics,blackie/chambers,1982,p/b,,,,
548,515,"dalton,b.",numerical analysis,mathematics,longman,1991,p/b,,,,
549,515,"hatton,m.d.",numerical analysis,mathematics,hodder-stoughton,1972,p/b,,,,
550,515,"kenwood,w.m./plumpton,c.",curve sketching,mathematics,macmillian,1983,p/b,,,,
551,515,"moss,c.t./plumton,c.",differentiation,mathematics,macmillian,1983,p/b,,,,
553,515,anon,introductory calculus,mathematics,cambridge,1991,p/b,,,,
555,515,anon,numerical methods,mathematics,cambridge,1992,p/b,,,,
556,515,"watson,w.a./philipson,t./oates,p.",numerical analysis,mathematics,arnold,1981,p/b,,,,
557,516,"abbott,p.",geometry,mathematics,tyb,0,p/b,flyleaf missing,,,
558,516,"macilwaine,p.s.w./plumpton,c.",coordinate geometry-complex numbers,mathematics,macmillian,1984,p/b,,,,
559,516,anon,complex numbers,mathematics,cambridge,1991,p/b,,,,
562,519,"hodge,s.e./seed,m.l.",statistics and probability,mathematics,blackie/chambers,1985,p/b,,,,
564,519,"sabine,p./plumpton,c.",probability,mathematics,macmillian,1985,p/b,,,,
565,519,anon,probability and statistics,mathematics,cambridge,1981,p/b,,,,
566,519,anon,living with uncertainty,mathematics,cambridge,1991,p/b,,,,
567,519,anon,probability,mathematics,cambridge,1991,p/b,,,,
569,423,"collin,p.h (ed)",american english study dictionary,language,peter collin (bloomsbury),2002,p/b,,,,
571,428,"solomon,avril/harrop,john",check your vocabulary for colloquial english,language/english,peter collin,1999,p/b,,,,
577,333.7,"athanasiou,tom",slow reckoning,pollution/biology/human ecology/chemistry,secker&warburg,1997,p/b,,,,
578,363.72,"kerr,daisy",keeping clean,sanitation/bathrooms/history/chemistry,watts,1995,h/b,,,,
579,355.4,"holmes,dr.richard",battle,military,ddorling kindersley,1995,h/b+wrapper,eyewitness guides,,,
580,355.03,"parkinson,roger",encyclopaedia of modern warfare,military,granada,1979,p/b,,,,
582,355.09,"schott,ian",world famous battles,military,magpie,1994,p/b,,,,
583,355.092,"monham,kathleen",famous names in warfare,military,wayland,1984,h/b,,,,
584,355.3,anon,we were there,military,m.o.d,2000,pamphlet,from the 'we were there' exhibition autumn 2000,,,
585,363.72,"newson,lesley",down the drain,sanitation/environment/chemistry,simon & schuster,2000,h/b,,,,
586,363.72,"newson,lesley",a load of rubbish,sanitation/waste disposal/chemistry,simon&schuster,1990,h/b,,,,
591,364.9,"stille,alexander",excellent cadavers,criminology/history/mafia,vintage,1996,p/b,,,,
593,364.9,"jones,frank",white-collar killers,criminology/history,headline,1992,h/b+wrapper,,,,
595,364,"cooper,alison",a punishment to fit the crime,criminology,franklin watts,1996,h/b,,,,
596,364.9,"hatfield,jim",pirates of the past,criminology/history/pirates,hodder,1995,p/b,'what they don’t tell you about' series,,,
597,364.9,"hatfield,jim",villains through the ages,criminology/history,hodder,1995,h/b,,,,
598,364.9,"callery,sean",scandals,criminology/history,bca,1993,h/b+wrapper,,,,
599,364,"hatfield,jim",guilty,criminology,watts,1994,h/b,,,,
604,519.5,anon.,the normal distribution,mathematics,cambridge,1992,p/b,,,,
606,520.92,"sobel,dava",galileo's daughter,astronomy/physics/biography,smart,2000,p/b,,,,
607,521.092,"strathern,paul",hawking&black holes,astronomy/physics/biography,arrow,1997,p/b,,,,
608,523.1,"wellington,jerry",space,astronomy/physics,wayland,1995,h/b,,,,
609,523.3,"ryan,peter",the invasion of the moon 1969,astronomy/physics,penguin,1969,p/b,1st ed,,,
611,gcse530,"england,nick",physics matters,physics,hodder&stoughton,1989,p/b,,,,
612,gcse530,"england,nick/jones,rosalind",physical processes,physics,hodder&stoughton,1993,p/b,,,,
613,gcse530,"fogden,e.",leisure physics,physics/sport,thornes,1989,p/b,,,,
614,gcse530,"gibbons,arthur/jardine,jim/kellington,stevart",reading about physics,physics,heinemann,1987,p/b,,,,
620,gcse530,"picton,m.",understanding science in the home,physics,blackie,1984,p/b,,,,
624,gcse530,"tao,p.k.",physics in action book 2,physics,ox. Univ. press,1989,p/b,2nd ed.,,,
626,gcse530,"dobson,ken",the physical world,physics,nelson,1991,p/b,,,,
628,gcse530,"arnold,nick",fatal forces,physics/mechanics,hippo,1997,p/b,,,,
629,gcse530,"lafferty,peter",force&motion,physics/mechanics,dorling kindersley,1992,h/b+wrapper,,,,
631,gcse530,"avison,john/carledger,jane",sound and music,physics/sound and vibrations,hodder,1993,p/b,,,,
634,gcse530,"crystal,david/foster,john,l.",heat,physics/heat,arnold,1979,pamph,,,,
635,gcse530,"newbury,n.f.",focus on fire,physics/heat,heinemann,1994,p/b,,,,
637,gcse530,"adamczyk,peter/law,paul francis",electricity and magnetism,physics/electricity/magnets,usborne,1993,p/b,,,,
638,gcse530,"fogden,e.",electricity-science now,physics/electricity,thornes,1990,p/b,,,,
640,gcse530,"parker,steve",electricity,physics/electricity,dorling kindersley,1992,h/b+wrapper,,,,
645,gcse530,natural science,matter-atoms,physics/nuclear/particle,peramon press,0,p/b,,,,
647,gcse530,"hill,graham",how materials behave,physics/materials,hodder,1990,p/b,,,,
648,gcse530,"hill,graham",materials and their uses,physics/materials,hodder&stoughton,1992,p/b,,,,
649,gcse530,"jennings,t.",materials,physics/materials,o.u.p,1990,p/b,,,,
650,gcse530,"kellington,s.",materials,physics/materials,heinemann,1985,p/b,,,,
652,gcse530,"challoner,jack",energy,physics/energy,dk,1993,h/b,,,,
653,gcse530,"jardine,jim",energy,physics/energy,heimann,1980,pamphlet,,,,
654,gcse530,,from the big bang to electricity,physics/energy,kingfisher,0,h/b+stickers+feathers,,,,
656,gcse530,"rickard,graham",robots,physics/robotics,wayland,1985,h/b,,,,
665,909,"sauvin,philip",old world,ancient world history/roman/islamic/middle ages,stp,1991,p/b,,,,
669,902.2,"miles,lisa",atlas of world history,world history/atlases,usborne,1995,p/b,usborne illustrated,,,
672,909.08,"roberts,j.m",one world: europe the maker,world history/19th century/europe,penguin,1981,h/b,an illustrated world history 6,,,
673,909.08,"roberts,j.m",making one world,"world history/16th,17th,18th centuries",penguin,1982,h/b,anillustrated world history5,,,
674,909.08,"culpin,christopher",modern world history gcse,world history/gcse revision,collins,1998,p/b,,,,
